ItemID,LotNumber,manufacturedDate,THICK-MIN,THICK-AVG,THICK-LEFT-EDGE,THICK-RIGHT-EDGE,ASPERITYBOT,ASPERITYTOP,CARBONMEM,DENSITY,MDTBELONG,TDTBELONG,MDYIELONG,TDYIELONG,MDTBSTR,TDTBSTR,MDTYISTR,TDTYISTR,TEARMD,TEARTD,MELTFLOWMEM,OIT,PINPUNCTURE,UMAP1,UMAP2
FG-HDMSDS060BBBEG,GTF0146200059,2025-01-06 16:47:41,1.278141016703635,1.753916590889642,0.2768587294505545,1.7664912065909473,-1.2578819849417406,-0.8542577449394995,-1.8911017816077609,0.2673064594639114,0.1001161265745656,-0.5261592503621725,-0.5155548741825495,0.799416321402946,-1.2696974586091816,-0.5645515177133037,-1.2943512667739523,-2.014286655258502,0.5105727005725641,1.0446228276303131,-0.708547499675391,-1.0157137896516086,-1.9634399497194777,2.6205258,-2.6941206
FG-HDMSDS060BBBEG,GTF0145530054,2025-01-06 19:01:47,-0.1716477254217689,-0.6602829589702329,1.7405264754176326,2.034523606805408,-0.8840954839402669,2.437246209181432,1.1855314312764884,-1.8949426857235327,-1.402621277031334,-0.6596725445860475,0.0772270250026239,-0.0629027199336948,0.3623477899686992,-0.7153378712616953,-0.0531881660761912,-2.306638449979516,-1.1758062540980094,-1.901529874156461,-1.5605927693681425,-1.9336156064321772,-0.3535039764836244,-3.6363595,18.77533
FG-HDMSDS060BBBEG,GTF0145530055,2025-01-06 20:39:49,-0.1158866199554065,0.0523422093619016,1.6307513944701029,1.919652578142068,0.2372640190641542,-0.0313817564092664,1.1855314312764884,-1.8949426857235327,-1.402621277031334,-0.6596725445860475,0.0772270250026239,-0.0629027199336948,0.3623477899686992,-0.7153378712616953,-0.0531881660761912,-2.306638449979516,-1.1758062540980094,-1.901529874156461,-1.5605927693681425,-1.9336156064321772,-0.3535039764836244,-3.6365018,18.775454
FG-HDMSDS060BBBEG,GTF0145530056,2025-01-06 22:29:33,-0.0043644090226816,-0.3839589141067514,0.7525507468898565,1.9579429210298516,-0.1365224819373195,1.0657862282977109,1.1855314312764884,-1.8949426857235327,-1.402621277031334,-0.6596725445860475,0.0772270250026239,-0.0629027199336948,0.3623477899686992,-0.7153378712616953,-0.0531881660761912,-2.306638449979516,-1.1758062540980094,-1.901529874156461,-1.5605927693681425,-1.9336156064321772,-0.3535039764836244,-3.6363716,18.77542
FG-HDMSDS060BBBEG,GTC0146650006,2025-01-06 23:34:48,0.1629189073764017,0.1686891756202064,-0.6379336117788693,-1.717929996197057,-0.8840954839402669,1.0657862282977109,-1.8911017816077609,0.2673064594639114,1.0282774640958567,0.5152444445840528,-0.5155548741825495,-0.0629027199336948,1.568642104134959,1.3956710784157882,2.4291380353193306,1.055407189312141,0.8478484915066788,1.6338533679876683,-0.708547499675391,-1.9336156064321772,-0.3535039764836244,5.0307703,7.144344
FG-HDMSDS060BBBEG,GTF0145530057,2025-01-07 00:21:02,-0.1716477254217689,-0.9075202622691332,1.88689325001434,2.1111042925809693,-1.2578819849417406,0.7914942321209665,1.1855314312764884,-1.8949426857235327,-1.402621277031334,-0.6596725445860475,0.0772270250026239,-0.0629027199336948,0.3623477899686992,-0.7153378712616953,-0.0531881660761912,-2.306638449979516,-1.1758062540980094,-1.901529874156461,-1.5605927693681425,-1.9336156064321772,-0.3535039764836244,-3.6363616,18.775578
FG-HDMSDS060BBBEG,GTF0145530058,2025-01-07 02:08:27,-0.5619754636862981,-1.2856479026086338,1.9966683309618696,2.1111042925809693,-0.8840954839402669,2.437246209181432,1.1855314312764884,-1.8949426857235327,-1.402621277031334,-0.6596725445860475,0.0772270250026239,-0.0629027199336948,0.3623477899686992,-0.7153378712616953,-0.0531881660761912,-2.306638449979516,-1.1758062540980094,-1.901529874156461,-1.5605927693681425,-1.9336156064321772,-0.3535039764836244,-3.636272,18.77595
FG-HDMSDS060BBBEG,GTC0146650009,2025-01-07 05:56:50,0.4974855401745724,0.9976613102106456,0.5330005849947942,1.000684348835342,-1.6316684859432142,1.0657862282977109,-1.8911017816077609,0.2673064594639114,1.0282774640958567,0.5152444445840528,-0.5155548741825495,-0.0629027199336948,1.568642104134959,1.3956710784157882,2.4291380353193306,1.055407189312141,0.8478484915066788,1.6338533679876683,-0.708547499675391,-1.9336156064321772,-0.3535039764836244,5.035373,7.1212173
FG-HDMSDS060BBBEG,GTC0146650010,2025-01-07 08:20:46,0.44172443470821,0.990389624819503,0.2768587294505545,0.426329205518638,-1.6316684859432142,-0.3056737525860107,-1.8911017816077609,0.2673064594639114,1.0282774640958567,0.5152444445840528,-0.5155548741825495,-0.0629027199336948,1.568642104134959,1.3956710784157882,2.4291380353193306,1.055407189312141,0.8478484915066788,1.6338533679876683,-0.708547499675391,-1.9336156064321772,-0.3535039764836244,5.0379868,7.127578
FG-HDMSDS060BBBEG,GTC0146650011,2025-01-07 10:43:53,1.6127076495018056,1.2667136696829793,2.691910510296234,1.1538457203864625,-1.6316684859432142,-0.5799657487627551,-1.8911017816077609,0.2673064594639114,1.0282774640958567,0.5152444445840528,-0.5155548741825495,-0.0629027199336948,1.568642104134959,1.3956710784157882,2.4291380353193306,1.055407189312141,0.8478484915066788,1.6338533679876683,-0.708547499675391,-1.9336156064321772,-0.3535039764836244,5.0407095,7.0337024
